freq,ang,val
4.0,-180.0,-9.47
4.15,-180.0,-9.46
4.3,-180.0,-9.45
4.46,-180.0,-9.45
4.63,-180.0,-9.44
4.8,-180.0,-9.43
4.98,-180.0,-9.42
5.16,-180.0,-9.42
5.36,-180.0,-9.41
5.55,-180.0,-9.4
5.76,-180.0,-9.38
5.98,-180.0,-9.37
6.2,-180.0,-9.36
6.43,-180.0,-9.34
6.67,-180.0,-9.33
6.91,-180.0,-9.31
7.17,-180.0,-9.29
7.44,-180.0,-9.28
7.71,-180.0,-9.26
8.0,-180.0,-9.23
4.0,-176.0,-9.73
4.15,-176.0,-9.72
4.3,-176.0,-9.72
4.46,-176.0,-9.72
4.63,-176.0,-9.71
4.8,-176.0,-9.71
4.98,-176.0,-9.71
5.16,-176.0,-9.7
5.36,-176.0,-9.7
5.55,-176.0,-9.69
5.76,-176.0,-9.69
5.98,-176.0,-9.68
6.2,-176.0,-9.67
6.43,-176.0,-9.67
6.67,-176.0,-9.66
6.91,-176.0,-9.65
7.17,-176.0,-9.64
7.44,-176.0,-9.63
7.71,-176.0,-9.62
8.0,-176.0,-9.6
4.0,-172.0,-10.55
4.15,-172.0,-10.56
4.3,-172.0,-10.57
4.46,-172.0,-10.58
4.63,-172.0,-10.58
4.8,-172.0,-10.59
4.98,-172.0,-10.6
5.16,-172.0,-10.61
5.36,-172.0,-10.62
5.55,-172.0,-10.64
5.76,-172.0,-10.65
5.98,-172.0,-10.66
6.2,-172.0,-10.67
6.43,-172.0,-10.69
6.67,-172.0,-10.7
6.91,-172.0,-10.72
7.17,-172.0,-10.73
7.44,-172.0,-10.75
7.71,-172.0,-10.77
8.0,-172.0,-10.78
4.0,-168.0,-12.15
4.15,-168.0,-12.17
4.3,-168.0,-12.19
4.46,-168.0,-12.22
4.63,-168.0,-12.25
4.8,-168.0,-12.28
4.98,-168.0,-12.32
5.16,-168.0,-12.35
5.36,-168.0,-12.39
5.55,-168.0,-12.43
5.76,-168.0,-12.47
5.98,-168.0,-12.52
6.2,-168.0,-12.57
6.43,-168.0,-12.63
6.67,-168.0,-12.68
6.91,-168.0,-12.74
7.17,-168.0,-12.81
7.44,-168.0,-12.87
7.71,-168.0,-12.94
8.0,-168.0,-13.02
4.0,-164.0,-15.2
4.15,-164.0,-15.24
4.3,-164.0,-15.29
4.46,-164.0,-15.35
4.63,-164.0,-15.4
4.8,-164.0,-15.47
4.98,-164.0,-15.53
5.16,-164.0,-15.61
5.36,-164.0,-15.69
5.55,-164.0,-15.77
5.76,-164.0,-15.86
5.98,-164.0,-15.96
6.2,-164.0,-16.07
6.43,-164.0,-16.19
6.67,-164.0,-16.32
6.91,-164.0,-16.45
7.17,-164.0,-16.6
7.44,-164.0,-16.76
7.71,-164.0,-16.93
8.0,-164.0,-17.11
4.0,-160.0,-31.06
4.15,-160.0,-30.84
4.3,-160.0,-30.62
4.46,-160.0,-30.41
4.63,-160.0,-30.2
4.8,-160.0,-30.01
4.98,-160.0,-29.83
5.16,-160.0,-29.67
5.36,-160.0,-29.51
5.55,-160.0,-29.37
5.76,-160.0,-29.26
5.98,-160.0,-29.16
6.2,-160.0,-29.08
6.43,-160.0,-29.03
6.67,-160.0,-29.01
6.91,-160.0,-29.02
7.17,-160.0,-29.07
